Start Time,End Time,Age,Gender,lng,lat,Campaign Start Time,Campaign End Time,Amount Spent,Swipe Ups,Purchases,Purchases Value,Total Impressions,Paid Impressions,Adds to Cart Web,Adds to Cart,Checkouts Started,Category,Sub Category,Campaign Name
2020-04-21 00:00:00 AST,2020-04-22 00:00:00 AST,25-34,Female,45.16650165,18.34124806,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,1.56,17,0,0,6576,6576,0,0,0,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-21 00:00:00 AST,2020-04-22 00:00:00 AST,35+,Female,45.16650165,18.34124806,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,1.14,18,1,28.26,5215,5215,0,12,3,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-21 00:00:00 AST,2020-04-22 00:00:00 AST,18-20,Male,42.69841226,18.97458543,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,0,0,22,22,0,0,0,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-21 00:00:00 AST,2020-04-22 00:00:00 AST,21-24,Male,42.69841226,18.97458543,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0.01,0,0,0,33,33,0,0,0,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-21 00:00:00 AST,2020-04-22 00:00:00 AST,25-34,Male,38.44848069,38.85123071,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0.1,2,0,0,439,439,0,0,0,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-21 00:00:00 AST,2020-04-22 00:00:00 AST,35+,Male,36.6272959,28.20195657,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0.25,1,0,0,1054,1054,0,0,2,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-21 00:00:00 AST,2020-04-22 00:00:00 AST,18-20,Female,36.6272959,28.20195657,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0.04,1,0,0,171,171,0,3,0,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-21 00:00:00 AST,2020-04-22 00:00:00 AST,21-24,Female,40.21003917,21.30844156,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0.17,3,0,0,785,785,0,0,0,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-22 00:00:00 AST,2020-04-23 00:00:00 AST,25-34,Female,42.83586075,17.32414503,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,132.44,1629,98,5229.29,392385,392385,0,1742,480,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-22 00:00:00 AST,2020-04-23 00:00:00 AST,35+,Female,41.32409757,27.54263114,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,116.34,1461,59,3899.56,323577,323577,0,1109,267,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-22 00:00:00 AST,2020-04-23 00:00:00 AST,18-20,Male,41.79308608,30.99900163,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,3.06,68,1,82.93,13992,13992,0,10,11,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-22 00:00:00 AST,2020-04-23 00:00:00 AST,21-24,Male,46.6794872,24.82390293,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,6.31,116,2,40.22,24423,24423,0,17,14,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-22 00:00:00 AST,2020-04-23 00:00:00 AST,25-34,Male,40.21003917,21.30844156,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,64.16,656,14,764.03,176392,176392,0,188,108,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-22 00:00:00 AST,2020-04-23 00:00:00 AST,35+,Male,50.15975918,22.77361278,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,110.98,744,28,1557.36,223057,223057,0,263,100,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-22 00:00:00 AST,2020-04-23 00:00:00 AST,18-20,Female,41.32409757,27.54263114,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,5.12,118,6,265.07,21582,21582,0,92,22,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-22 00:00:00 AST,2020-04-23 00:00:00 AST,21-24,Female,38.85123071,24.97858867,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,15.47,252,17,926.92,54216,54216,0,194,70,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-23 00:00:00 AST,2020-04-24 00:00:00 AST,25-34,Female,46.6794872,24.82390293,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,137.32,1483,161,9620.78,358482,358482,0,2634,718,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-23 00:00:00 AST,2020-04-24 00:00:00 AST,35+,Female,41.26957379,20.19767203,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,117.03,1221,49,2338.57,276667,276667,0,1014,318,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-23 00:00:00 AST,2020-04-24 00:00:00 AST,18-20,Male,43.58335462,26.15944055,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,4.94,72,2,43.53,18043,18043,0,18,12,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-23 00:00:00 AST,2020-04-24 00:00:00 AST,21-24,Male,50.15975918,22.77361278,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,11.73,144,3,87.13,34566,34566,0,32,22,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-23 00:00:00 AST,2020-04-24 00:00:00 AST,25-34,Male,38.85123071,24.97858867,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,87.79,670,29,1551.89,199208,199208,0,333,144,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-23 00:00:00 AST,2020-04-24 00:00:00 AST,35+,Male,41.26957379,20.19767203,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,86.96,492,29,1371.01,171322,171322,0,390,146,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-23 00:00:00 AST,2020-04-24 00:00:00 AST,18-20,Female,46.6794872,24.82390293,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,6.45,108,7,327.9,23043,23043,0,109,21,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-23 00:00:00 AST,2020-04-24 00:00:00 AST,21-24,Female,45.16650165,18.34124806,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,18.31,228,24,1179.79,55552,55552,0,395,109,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-24 00:00:00 AST,2020-04-25 00:00:00 AST,25-34,Female,42.69841226,18.97458543,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,202.23,2032,201,11238.79,526129,526129,0,2996,829,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-24 00:00:00 AST,2020-04-25 00:00:00 AST,35+,Female,38.44848069,38.85123071,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,78.26,776,70,3767.58,163126,163126,0,1006,278,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-24 00:00:00 AST,2020-04-25 00:00:00 AST,18-20,Male,36.6272959,28.20195657,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,13.6,188,4,405.27,41586,41586,0,56,17,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-24 00:00:00 AST,2020-04-25 00:00:00 AST,21-24,Male,42.83586075,17.32414503,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,28.86,283,9,313.84,71738,71738,0,99,44,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-24 00:00:00 AST,2020-04-25 00:00:00 AST,25-34,Male,41.79308608,30.99900163,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,112.33,737,33,1687.18,210255,210255,0,457,160,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-24 00:00:00 AST,2020-04-25 00:00:00 AST,35+,Male,40.21003917,21.30844156,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,54.63,297,26,1610.61,91499,91499,0,347,129,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-24 00:00:00 AST,2020-04-25 00:00:00 AST,18-20,Female,41.32409757,27.54263114,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,22.01,452,16,676.26,94810,94810,0,350,97,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-24 00:00:00 AST,2020-04-25 00:00:00 AST,21-24,Female,46.6794872,24.82390293,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,58.25,930,51,2750.93,212561,212561,0,823,197,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-25 00:00:00 AST,2020-04-26 00:00:00 AST,25-34,Female,43.58335462,26.15944055,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,140.09,1381,258,13057.21,408985,408985,0,3824,1057,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-25 00:00:00 AST,2020-04-26 00:00:00 AST,35+,Female,50.15975918,22.77361278,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,21.89,174,59,3640.29,60767,60767,0,782,251,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-25 00:00:00 AST,2020-04-26 00:00:00 AST,18-20,Male,38.85123071,24.97858867,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,20.8,319,10,459.39,63714,63714,0,87,65,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-25 00:00:00 AST,2020-04-26 00:00:00 AST,21-24,Male,41.26957379,20.19767203,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,37.44,374,17,472.9,96049,96049,0,215,93,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-25 00:00:00 AST,2020-04-26 00:00:00 AST,25-34,Male,46.6794872,24.82390293,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,92.12,563,77,3779.69,181407,181407,0,824,314,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-25 00:00:00 AST,2020-04-26 00:00:00 AST,35+,Male,45.16650165,18.34124806,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,30.74,111,21,1519.72,51029,51029,0,319,105,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-25 00:00:00 AST,2020-04-26 00:00:00 AST,18-20,Female,42.69841226,18.97458543,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,30.4,719,39,1589.41,142670,142670,0,707,207,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-25 00:00:00 AST,2020-04-26 00:00:00 AST,21-24,Female,38.44848069,38.85123071,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,67.26,1110,99,4445.59,258528,258528,0,1584,398,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-26 00:00:00 AST,2020-04-27 00:00:00 AST,25-34,Female,36.6272959,28.20195657,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,124.05,1281,235,13035.53,392742,392742,0,3608,1095,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-26 00:00:00 AST,2020-04-27 00:00:00 AST,35+,Female,42.83586075,17.32414503,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,26.09,213,42,2380.73,97680,97680,0,564,225,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-26 00:00:00 AST,2020-04-27 00:00:00 AST,18-20,Male,41.79308608,30.99900163,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,17.82,248,10,696.43,57237,57237,0,109,48,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-26 00:00:00 AST,2020-04-27 00:00:00 AST,21-24,Male,40.21003917,21.30844156,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,32.61,314,13,630.82,89289,89289,0,178,100,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-26 00:00:00 AST,2020-04-27 00:00:00 AST,25-34,Male,41.32409757,27.54263114,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,80.23,443,71,3427.68,185266,185266,0,686,307,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-26 00:00:00 AST,2020-04-27 00:00:00 AST,35+,Male,46.6794872,24.82390293,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,29.02,131,23,1399.31,69106,69106,0,260,112,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-26 00:00:00 AST,2020-04-27 00:00:00 AST,18-20,Female,43.58335462,26.15944055,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,23.96,493,41,1932.28,104765,104765,0,701,203,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-26 00:00:00 AST,2020-04-27 00:00:00 AST,21-24,Female,50.15975918,22.77361278,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,50.35,757,89,4311.26,185129,185129,0,1502,402,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-27 00:00:00 AST,2020-04-28 00:00:00 AST,25-34,Female,38.85123071,24.97858867,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,117.85,1462,258,14381.72,447271,447271,0,3568,996,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-27 00:00:00 AST,2020-04-28 00:00:00 AST,35+,Female,41.26957379,20.19767203,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,43.08,551,64,3975.31,188840,188840,0,894,305,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-27 00:00:00 AST,2020-04-28 00:00:00 AST,18-20,Male,46.6794872,24.82390293,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,11.83,168,19,762.79,42856,42856,0,139,66,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-27 00:00:00 AST,2020-04-28 00:00:00 AST,21-24,Male,45.16650165,18.34124806,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,22.92,230,19,1153.84,69562,69562,0,236,84,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-27 00:00:00 AST,2020-04-28 00:00:00 AST,25-34,Male,42.69841226,18.97458543,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,71.7,449,71,3866.14,181090,181090,0,652,299,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-27 00:00:00 AST,2020-04-28 00:00:00 AST,35+,Male,38.44848069,38.85123071,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,33.04,143,35,1951.88,86996,86996,0,314,163,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-27 00:00:00 AST,2020-04-28 00:00:00 AST,18-20,Female,36.6272959,28.20195657,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,12.54,260,35,2319.59,62600,62600,0,563,145,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-27 00:00:00 AST,2020-04-28 00:00:00 AST,21-24,Female,42.83586075,17.32414503,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,28.55,439,59,3160.31,122957,122957,0,1123,303,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-28 00:00:00 AST,2020-04-29 00:00:00 AST,25-34,Female,41.79308608,30.99900163,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,147,7953.63,0,0,0,2391,582,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-28 00:00:00 AST,2020-04-29 00:00:00 AST,35+,Female,40.21003917,21.30844156,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,35,2236.55,0,0,0,689,191,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-28 00:00:00 AST,2020-04-29 00:00:00 AST,18-20,Male,41.32409757,27.54263114,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,5,323.14,0,0,0,52,41,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-28 00:00:00 AST,2020-04-29 00:00:00 AST,21-24,Male,46.6794872,24.82390293,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,14,425.9,0,0,0,165,53,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-28 00:00:00 AST,2020-04-29 00:00:00 AST,25-34,Male,43.58335462,26.15944055,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,34,1926.18,0,0,0,313,134,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-28 00:00:00 AST,2020-04-29 00:00:00 AST,35+,Male,50.15975918,22.77361278,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,22,1342.33,0,0,0,217,87,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-28 00:00:00 AST,2020-04-29 00:00:00 AST,18-20,Female,38.85123071,24.97858867,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,21,1224.39,0,0,0,236,60,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-28 00:00:00 AST,2020-04-29 00:00:00 AST,21-24,Female,41.26957379,20.19767203,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,26,1754.84,0,0,0,583,141,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-29 00:00:00 AST,2020-04-30 00:00:00 AST,25-34,Female,46.6794872,24.82390293,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,11,449.96,0,0,0,159,52,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-29 00:00:00 AST,2020-04-30 00:00:00 AST,35+,Female,45.16650165,18.34124806,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,4,231.83,0,0,0,24,22,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-29 00:00:00 AST,2020-04-30 00:00:00 AST,18-20,Male,42.69841226,18.97458543,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,0,0,0,0,0,2,0,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-29 00:00:00 AST,2020-04-30 00:00:00 AST,21-24,Male,38.44848069,38.85123071,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,2,96.62,0,0,0,16,3,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-29 00:00:00 AST,2020-04-30 00:00:00 AST,25-34,Male,36.6272959,28.20195657,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,2,121.73,0,0,0,27,14,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-29 00:00:00 AST,2020-04-30 00:00:00 AST,35+,Male,42.83586075,17.32414503,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,1,50.03,0,0,0,6,3,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-29 00:00:00 AST,2020-04-30 00:00:00 AST,18-20,Female,41.79308608,30.99900163,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,2,79.28,0,0,0,22,4,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-29 00:00:00 AST,2020-04-30 00:00:00 AST,21-24,Female,40.21003917,21.30844156,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,7,414.01,0,0,0,41,14,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-30 00:00:00 AST,2020-05-01 00:00:00 AST,25-34,Female,41.32409757,27.54263114,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,13,851.4,0,0,0,184,71,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-30 00:00:00 AST,2020-05-01 00:00:00 AST,35+,Female,46.6794872,24.82390293,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,2,228.56,0,0,0,66,13,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-30 00:00:00 AST,2020-05-01 00:00:00 AST,18-20,Male,43.58335462,26.15944055,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,0,0,0,0,0,1,0,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-30 00:00:00 AST,2020-05-01 00:00:00 AST,21-24,Male,50.15975918,22.77361278,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,0,0,0,0,0,12,5,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-30 00:00:00 AST,2020-05-01 00:00:00 AST,25-34,Male,38.85123071,24.97858867,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,1,34.95,0,0,0,10,5,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-30 00:00:00 AST,2020-05-01 00:00:00 AST,35+,Male,41.26957379,20.19767203,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,3,138.82,0,0,0,29,4,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-30 00:00:00 AST,2020-05-01 00:00:00 AST,18-20,Female,46.6794872,24.82390293,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,3,139.19,0,0,0,33,7,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-04-30 00:00:00 AST,2020-05-01 00:00:00 AST,21-24,Female,45.16650165,18.34124806,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,1,70.09,0,0,0,94,23,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-05-01 00:00:00 AST,2020-05-02 00:00:00 AST,25-34,Female,42.69841226,18.97458543,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,9,259.75,0,0,0,129,53,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-05-01 00:00:00 AST,2020-05-02 00:00:00 AST,35+,Female,38.44848069,38.85123071,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,3,159.31,0,0,0,52,21,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-05-01 00:00:00 AST,2020-05-02 00:00:00 AST,18-20,Male,36.6272959,28.20195657,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,0,0,0,0,0,2,3,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-05-01 00:00:00 AST,2020-05-02 00:00:00 AST,21-24,Male,42.83586075,17.32414503,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,0,0,0,0,0,13,4,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-05-01 00:00:00 AST,2020-05-02 00:00:00 AST,25-34,Male,41.79308608,30.99900163,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,1,32.48,0,0,0,4,7,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-05-01 00:00:00 AST,2020-05-02 00:00:00 AST,35+,Male,40.21003917,21.30844156,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,3,67.91,0,0,0,10,5,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-05-01 00:00:00 AST,2020-05-02 00:00:00 AST,18-20,Female,41.32409757,27.54263114,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,4,97.25,0,0,0,36,14,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-05-01 00:00:00 AST,2020-05-02 00:00:00 AST,21-24,Female,46.6794872,24.82390293,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,5,230.14,0,0,0,53,20,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-05-02 00:00:00 AST,2020-05-03 00:00:00 AST,25-34,Female,43.58335462,26.15944055,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,17,992.42,0,0,0,275,70,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-05-02 00:00:00 AST,2020-05-03 00:00:00 AST,35+,Female,50.15975918,22.77361278,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,2,121.2,0,0,0,22,9,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-05-02 00:00:00 AST,2020-05-03 00:00:00 AST,18-20,Male,38.85123071,24.97858867,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,0,0,0,0,0,25,0,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-05-02 00:00:00 AST,2020-05-03 00:00:00 AST,21-24,Male,41.26957379,20.19767203,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,0,0,0,0,0,3,0,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-05-02 00:00:00 AST,2020-05-03 00:00:00 AST,25-34,Male,45.16650165,18.34124806,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,1,23.2,0,0,0,21,13,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-05-02 00:00:00 AST,2020-05-03 00:00:00 AST,35+,Male,42.69841226,18.97458543,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,2,178.92,0,0,0,18,7,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-05-02 00:00:00 AST,2020-05-03 00:00:00 AST,18-20,Female,38.44848069,38.85123071,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,3,267.55,0,0,0,24,7,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-05-02 00:00:00 AST,2020-05-03 00:00:00 AST,21-24,Female,36.6272959,28.20195657,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,7,218.6,0,0,0,72,20,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-05-03 00:00:00 AST,2020-05-04 00:00:00 AST,25-34,Female,42.83586075,17.32414503,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,17,671.63,0,0,0,298,69,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-05-03 00:00:00 AST,2020-05-04 00:00:00 AST,35+,Female,41.79308608,30.99900163,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,0,0,0,0,0,22,1,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-05-03 00:00:00 AST,2020-05-04 00:00:00 AST,18-20,Male,40.21003917,21.30844156,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,1,8.24,0,0,0,0,1,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-05-03 00:00:00 AST,2020-05-04 00:00:00 AST,21-24,Male,41.32409757,27.54263114,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,4,170.97,0,0,0,40,22,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-05-03 00:00:00 AST,2020-05-04 00:00:00 AST,25-34,Male,46.6794872,24.82390293,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,3,395.42,0,0,0,8,2,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-05-03 00:00:00 AST,2020-05-04 00:00:00 AST,35+,Male,43.58335462,26.15944055,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,1,29.65,0,0,0,3,3,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-05-03 00:00:00 AST,2020-05-04 00:00:00 AST,18-20,Female,50.15975918,22.77361278,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,1,12.57,0,0,0,10,2,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-05-03 00:00:00 AST,2020-05-04 00:00:00 AST,21-24,Female,38.85123071,24.97858867,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,5,175.52,0,0,0,68,14,Promotion,Clickable Flyer,Happy Ramadan Campaign
2020-05-04 00:00:00 AST,2020-05-05 00:00:00 AST,25-34,Female,41.26957379,20.19767203,2020-04-21 17:00:54 AST,2020-04-27 23:59:59 AST,0,0,15,629.19,0,0,0,212,78,Promotion,Clickable Flyer,Happy Ramadan Campaign
